selection_rank,index,inchikey,smiles,NR3C1,ADRB2,ADRB1,ADORA2A,AR,PTGS2,ACHE,DRD2,LCK
205,151283,ZNDROWSIKWRUQD-YMGOLSLPNA-N,S1C(/C=C(\C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)/C#N)=CC=C1,-8.8,-8.3,-8.6,-8.0,-5.9,-6.3,-10.0,-8.3,-7.9
206,256120,QUZGOCRKWFVLLM-MPIMZMORNA-N,ClC=1C=CC(C2=NN(N=N2)CC(=O)NC3CCN(CC3)CC4=CC=CC=C4)=CC1,-9.6,-10.6,-9.8,-9.1,-7.5,-8.9,-10.2,-10.5,-8.3
207,64992,WHPGUDAVAIYVRR-JHIXJGDPNA-N,C1=C2C(=CN=C1C=3C=C(C=NC3)OC[C@@H](N)CC4=CC(=CC=C4)C(F)(F)F)NN=C2Cl,-9.2,-10.8,-10.7,-9.7,-7.8,-8.7,-11.9,-11.1,-8.8
208,58237,UMSHADJXWKDJSB-BUKGPZPNNA-N,S(=O)(=O)(N)C1=C(NC(=O)CC=2C3=C(OC(=O)C2)C=C(OC)C=C3)C=CC=C1,-10.0,-10.1,-10.4,-9.6,-7.5,-8.7,-10.1,-8.9,-8.4
209,110946,KHUFHLFHOQVFGB-UHFFFAOYNA-N,O=C1C2=C(C(=O)C=3C1=CC=CC3)C=CC=C2N,-8.0,-8.7,-9.3,-9.1,-8.2,-9.4,-10.7,-8.3,-8.0
210,179093,CRGDNKVHBULMIE-UHFFFAOYNA-N,ClC1=C(N(S(=O)(=O)C)CC(=O)N2CCCC2)C=C(Cl)C=C1,-7.5,-7.3,-7.6,-7.3,-7.2,-8.8,-8.6,-7.0,-6.8
211,156606,XQLDMIDQMAYVKX-ZHLVXTBQNA-N,S(=O)(=O)(C1=CC=C(C=C1)C)C2=C(N=C(OC)C(=C2)C#N)N,-7.7,-8.6,-7.3,-7.7,-6.8,-8.5,-9.5,-7.8,-6.9
212,63806,VWOLXHVDFLPSCF-XRJCTRHONA-N,C1(S(=O)(=O)N)=NC2=CC=C(C=C2S1)OCCOC(C[N+]=3C(=CC(C=4C=CC=CC4)=CC3CC)CC)=O,-8.9,-9.6,-10.3,-9.3,-6.8,-9.4,-9.7,-10.1,-8.3
213,94291,MESVMZQNJJNYHC-RPGFEBOUNA-N,N(C=1C=CC(C)=C(C1)NC=2N=C(C=CN2)C=3C=CC=NC3)C(=O)C4=CC=C(C(C(F)(F)F)=C4)N=NN(C)C,-8.4,-11.4,-11.4,-10.1,-7.1,-9.6,-10.2,-10.9,-9.0
214,33539,FYSSSSIVDTYBFD-UHFFFAOYNA-N,C1(=NC(CNCC2CN(CC=3C=CC=CC3)CC2)=CS1)C=4C(=CC=C(C4)Br)OC,-8.6,-9.5,-9.4,-8.3,-7.4,-8.8,-10.3,-9.4,-7.8
215,251131,WARXBWBLPKRZAS-LQFNOIFHNA-N,O=C(C1CCN(CC1)CC(=O)NC=2C=CC(=CC2)C)C3=CC=4OCCOC4C=C3,-9.8,-10.2,-9.9,-10.0,-8.4,-8.6,-10.6,-10.2,-8.1
216,145448,OAFKQKYUYYXBQL-UHFFFAOYNA-N,S1C(=NC(C=2C=C(C(=O)N(CC)CC)C=CC2)=C1)C(O)C3=CC(OC)=C(F)C=C3,-8.7,-9.8,-10.2,-9.2,-5.9,-7.3,-10.0,-9.5,-8.0
217,9501,SXOUOZZQWKGWDU-UHFFFAOYNA-N,BrC=1C=C(N2CCCCC2)C(F)=CC1N(=O)=O,-7.4,-7.9,-7.5,-7.5,-7.2,-7.6,-8.5,-8.7,-6.8
218,20795,BIQKLAPWLJOMLJ-UHFFFAOYNA-N,S1C(=NC=C1)CN2CCC3(CC2)CCN(CC3)C(=O)C=4C=CC(OC)=CC4,-9.5,-8.9,-8.6,-8.8,-5.7,-7.2,-8.4,-9.2,-8.1
219,116485,UZWYJWLVWGOALM-UHFFFAOYNA-N,S(CC(C)C)C=1N(CC2=CC=CC=C2)C(=NN1)C3=CC=CN=C3,-8.0,-8.0,-7.7,-8.9,-7.3,-9.6,-9.0,-7.5,-7.7
220,212107,GRYLWIJORZIPNU-SPEPDGBUNA-N,O1C(CCC1)CNC=2N=C3N=C4N(C(=O)C3=CC2C(=O)NC5CCCCC5)C=C(C=C4)C,-6.2,-10.1,-11.6,-9.0,-6.5,-8.3,-8.7,-10.9,-9.5
221,75089,IDYSSOKVHFHGHW-OKPOJWAQNA-N,ClC=1C(N2CCN(CC2)CCN3C(O)=C4C(N=C3O)=NC(=C4)C5=CC=CC=C5)=CC=CC1,-8.6,-10.9,-10.5,-9.2,-6.9,-8.7,-10.4,-11.1,-8.4
222,189383,FAGWHYGBKPHGSL-UHFFFAOYNA-N,OC(CN1C(CN(CC1)CC(O)COC=2C(=CC=CC2)C)C)COC=3C(=CC=CC3)C,-9.0,-9.4,-9.1,-8.0,-7.8,-7.9,-9.7,-8.6,-7.5
223,186192,CVNRNJTZYYQYLI-PZFTXXFSNA-N,C/1(\C(NC=2C1=CC(=CC2)Cl)=O)=C\C=3C=C(C(C)(C)C)C(=CC3)OC,-9.0,-10.2,-10.5,-9.7,-5.7,-7.0,-8.9,-8.5,-8.4
224,127529,SKIHJAAPCWIBJZ-PKSOQXRJNA-N,ClC1=CC(NC=2N=C(N=C3N(C4CCCC4)C=NC32)C#N)=CC=C1,-8.5,-8.7,-8.4,-8.8,-7.7,-9.2,-9.0,-8.7,-7.9
225,214360,PJCAJPQOGNGLAB-UHFFFAOYNA-N,O=C1N(C(CC)C)C=NC=2N(C3=NC=4C(N=C3C21)=CC=CC4)C5=CC=6OCCOC6C=C5,-6.4,-9.9,-10.6,-8.5,-6.9,-12.3,-9.0,-10.2,-9.4
226,82880,AAENIXAZGRAAII-RCPSYSLXNA-N,C1(=C2N(N=C1)C=CC(=N2)N)C(=O)NC=3C=NOC3C=4C=C(C=CC4)Cl,-9.6,-9.3,-10.5,-9.9,-7.4,-9.3,-11.3,-9.6,-8.3
227,260019,XVLQEAPEGOEJND-UHFFFAOYNA-N,O1C(C=C2OC(OC(=O)C2C1C3=CC=CC=C3)(C)C)CCC4=CC=CC=C4,-9.4,-10.6,-10.4,-9.5,-6.2,-9.0,-10.3,-9.5,-8.7
228,137854,YGOKXPYSMYEJLK-UHFFFAOYNA-N,ClC=1C=CC(C=2N=C(ON2)CN3CCC(CC3)C)=CC1,-8.4,-8.6,-8.8,-8.0,-8.1,-8.2,-8.1,-9.2,-7.7
229,34516,CNFWITKOFBJCHE-UHFFFAOYNA-N,N1(CCN(CC1)CC2=CN=CC=C2)C=3C(=CC=CC3)OCC,-8.2,-8.1,-7.9,-7.9,-7.9,-7.6,-7.7,-7.9,-6.7
230,67665,VMHXXKMCQDJJSH-DZQCGVKKNA-N,C1(=C(SC(=N1)CC)C=2C=C(N)N=CC2)C=3C=C(C)C=CC3,-8.2,-8.8,-8.5,-9.5,-5.7,-9.8,-10.5,-7.9,-8.0
231,228519,XUWOLBAUQDIQFZ-UHFFFAOYNA-N,O1CCN(CC1)C(=O)C2=NOC(=C2)C3=CC=C(OC)C=C3,-9.0,-8.6,-8.8,-8.0,-7.2,-8.1,-7.9,-8.2,-8.0
232,148977,CGGPARUOCWQTBS-LQFNOIFHNA-N,ClC1=C(OCC(=O)N(CC(=O)NC=2C=CC(N3CCOCC3)=CC2)C)C=C(C=C1)C,-9.5,-10.0,-9.5,-8.9,-7.0,-7.7,-11.0,-10.0,-7.6
233,248787,QVUDYBPVOBNVOX-RZKGOKLLNA-N,O1N=C(C[C@]1(CC(=O)O)C(=O)NC2=C(C=C(C=C2)C)C)/C=C/C3=CC=CC=C3,-10.0,-10.5,-9.7,-9.7,-8.5,-7.5,-9.5,-9.9,-8.5
234,227780,GHDWIFTUSXQYGK-UHFFFAOYNA-N,BrC1=CC=C(C(C(OC2CC3N(C(CC3)C2)C)=O)C)C=C1,-8.3,-9.0,-8.5,-8.0,-7.2,-8.5,-9.4,-8.1,-7.7
235,231904,ZPLBUJLDVYJVNU-UYBDAZJANA-N,S(=O)(=O)(C=1N=C(O)N(C1)C2=CC=C(C=C2)C)C3=CC=C(C=C3)C,-9.1,-9.4,-9.1,-9.6,-6.4,-8.6,-9.1,-9.3,-8.5
236,212297,ANEVNIWRFRXJSQ-UHFFFAOYNA-N,O1C(OC(=O)C(C1=O)C=NC(=O)C=2C=CC(OC)=CC2)(C)C,-8.3,-8.2,-8.3,-8.0,-7.8,-9.1,-8.9,-8.4,-7.4
237,42055,RLYZSPFHYXVUAO-FYVKIFBYNA-N,N1(C(N2C(C(NC[C@H]3CC[C@H](N)CC3)=O)C=CCN2C1=O)=O)C(C(=O)OC)CSC=4C=CC(=CC4)OC,-8.2,-10.0,-10.2,-8.4,-6.0,-7.9,-10.8,-9.4,-8.1
238,27122,MLMPITXUNSOGFE-UHFFFAOYNA-N,N1(C2CC3CC(CC3C2)NC4CC5CC(N6CCN(C7=C(OC)C=CC=C7)CC6)CC5C4)CCN(C8=C(OC)C=CC=C8)CC1,-7.5,-12.4,-10.7,-9.8,-8.0,-8.9,-10.8,-11.1,-9.2
239,150668,QUJGABBRWGKCOA-UYBDAZJANA-N,O1C(C(=O)NC(C2=C(N(N=C2)C3=NC=CC=C3)C)C)=CC=C1OC,-8.8,-8.8,-9.4,-8.5,-6.4,-9.2,-9.5,-9.4,-7.4
240,247269,RZTYVCZDCVICCP-IZKAZRHKNA-N,O=C(N1C[C@H]2C[C@@H](C1)C=3N(C2)C(=O)C=CC3)COC4=C(C=5OC(=O)C6C(=CCCC6)C5C=C4)C,-11.5,-11.1,-12.1,-11.8,-7.5,-9.8,-11.3,-10.7,-10.6
241,195692,JHIOGIFJPZXHHE-NSJMMFDCNA-N,FC(F)(F)OC=1C(C(N2CCC3(N(CNC3=O)C4=CC=CC=C4)CC2)C=5N(N=NN5)C6=CC=C(OC)C=C6)=CC=CC1,-7.6,-11.9,-10.5,-8.5,-5.7,-8.5,-9.2,-9.2,-8.5
242,104280,IODPFQZLNNEUDN-UHFFFAOYNA-N,FC1=C(C2=C3N(C(C4=C(F)C=C(F)C=C4)=CC=C3)C=CC2=O)C(F)=CC(=C1)C(OC)=O,-11.7,-10.0,-10.9,-11.2,-6.8,-7.8,-8.8,-10.5,-9.2
243,189227,CPNKHGJLZXXMAV-UHFFFAOYNA-N,BrC1=CC(CNCCCN2CCOCC2)=C(OCC=C)C=C1,-7.1,-7.1,-7.7,-7.2,-6.7,-7.2,-8.3,-7.1,-6.2
244,102173,JHAGRZFIEACDNG-VJSLDGLSNA-N,O1C2=C(C(C=C1C(=O)O)=O)C=CC(=C2CCC)OCCCOC=3C=CC(=C(C3CCC)O)C(=O)C,-8.4,-9.6,-9.9,-9.1,-7.7,-6.8,-10.9,-10.0,-8.1
245,234061,FCYIGSGRGPFDFV-PDJAEHLQNA-N,O=C(NCC(OCC(=O)NC1=CC2=C(C=C1)C=CC=C2)=O)C3CCCCC3,-8.8,-10.3,-10.3,-9.8,-8.9,-10.6,-10.7,-10.7,-8.1
246,103694,JTAYVRNLCIPSRV-SREBMQDQNA-N,FC1=CC(CN2C(=O)C(NCC3CCOCC3)=NC4=C2N=C(C=C4)C=5C=CC(F)=CC5)=CC(F)=C1,-8.3,-10.3,-11.3,-10.8,-7.3,-8.5,-9.9,-10.3,-10.2
247,230314,SGVKXVYYWIBUII-LTLOZEIJNA-N,O=C1N2C[C@@H]3C[C@@H](CN(C3)C(=O)NC4=CC=C(C=C4)C(=O)C)C2=CC=C1,-9.5,-10.8,-10.7,-9.3,-6.8,-8.3,-10.7,-9.9,-8.8
248,147524,UKMISBFCPFESDO-HXTKINSTNA-N,O1C(C(=O)C2CC2)=C(NC(=O)CCCN3C(=O)C=4C(C3=O)=CC=CC4)C5=C1C=CC(OC)=C5,-9.3,-10.9,-11.1,-10.5,-6.7,-8.0,-11.7,-9.1,-8.8
249,4110,VPNALYOVXYPNKN-LQFNOIFHNA-N,FC1=CC=C(C=2N=C(ON2)C=3C(C(=O)NC4=CC(OC)=CC=C4)=CC=CC3)C=C1,-8.2,-10.6,-11.5,-10.7,-6.5,-11.8,-11.7,-10.7,-9.1
250,78424,HHJKMUMZRIIHIU-UYBDAZJANA-N,S(C1=C(C(F)=C(C(=C1F)F)F)F)(NC(C(O)=NO)CC(C)C)(=O)=O,-8.0,-8.1,-7.9,-8.2,-7.7,-9.1,-9.2,-7.6,-7.3
251,132503,DBWWGXOMOYHQDX-NPVYFSBINA-N,O(CCCC(=O)NNC(=O)C=1C=CN=CC1)C2=CC=C(C=C2)C,-8.3,-9.0,-8.9,-8.3,-7.4,-8.9,-9.6,-8.9,-6.9
252,60946,SPRYBFPMGULXCZ-CKFYMFOVNA-N,O(C=1C=C(C=2N=C(N3C2C(=NC=C3)N)C4CCCCC4)C=CC1)CC5=CC=CC=C5,-10.5,-11.7,-11.5,-9.8,-7.2,-8.1,-11.7,-11.0,-8.5
253,139073,XKBYMXVGBRIOKW-UHFFFAOYNA-N,S(C=1N(C(=O)C=2C(N1)=CC(OC)=C(OC)C2)CC)CC3=CC=CC=C3,-8.4,-8.0,-7.9,-8.1,-5.7,-8.9,-9.0,-8.4,-7.4
254,114226,CSFYLSZHLFBMRL-PKSOQXRJNA-N,S(C=1N(C2=CC=C(OC)C=C2)C=CN1)CC(=O)NC=3C=C(OC)C=CC3,-8.6,-8.5,-8.9,-8.4,-7.0,-8.0,-10.2,-8.5,-6.8
255,94509,MTBQCQWTECTQMF-XQSOUAHRNA-N,C1(S(O)(=O)=N)=C(C(Cl)=C(C(=C1)S(=O)(=O)N)Cl)NC(=O)CC[C@H]([C@@H]2[C@@]3([C@H]([C@@H]4[C@H](C[C@H]5[C@@]([C@H]4CC3)(CC[C@@H](O)C5)C)O)CC2)C)C,-7.0,-12.1,-11.0,-9.4,-6.5,-8.7,-11.5,-9.4,-10.0
256,171226,GQDUMIRAQHZBEV-KWXYEIHANA-N,S=C(NC=1C=CC(NC(=O)C)=CC1)NC(=O)/C=C/C=2OC=CC2,-8.7,-8.7,-8.5,-8.3,-8.0,-8.8,-9.0,-9.0,-7.3
257,78593,GZYLYULZPDSRRD-XYWHTSSQNA-N,C1(=CC=CC(=C1)[C@@]2(CC[C@H](CC2)N3N=C(C=CC3=O)C=4C=CC=NC4)CN)Cl,-9.9,-9.9,-10.3,-9.3,-6.4,-7.9,-11.0,-8.8,-9.2
258,154417,MQOAVYBHCVMRBC-QWOVJGMINA-N,OC=1/C(=C/NNC=2N=C(C3=CC=CC=C3)C=C(N2)C)/C=CC(=O)C1,-10.1,-10.2,-10.3,-9.9,-9.3,-10.0,-11.0,-10.3,-8.7
259,254372,COTWRSICYODUHN-UHFFFAOYNA-N,O(C=1C=C(C=CC1)C(=O)CC=NC=2C=C(O)C=CC2)C,-8.0,-8.4,-8.5,-8.0,-7.7,-9.0,-9.4,-8.9,-7.4
260,135303,RIPRSFODLLZKOF-LQFNOIFHNA-N,ClC=1C=C2N=C(N3N=C(C=C3C)C)C(NC4=C(CC)C=CC=C4)=NC2=CC1Cl,-6.6,-10.6,-10.6,-11.3,-6.5,-8.0,-8.8,-10.4,-9.2
261,19827,NNUZNYASRIIWFF-UHFFFAOYNA-N,O1C=2C(C3=C1CC(CC3=O)(C)C)=CC=4OCOC4C2,-8.4,-8.9,-8.7,-8.9,-8.9,-9.4,-10.3,-8.9,-8.2
262,154671,AHAQUYPPTMSFOL-LNNLXFCONA-N,O=C(NC=1C=2N(C(C3=CC=CC=C3)=CN2)C=C(C=4C(N(C)C)=CC=CC4)C1)C,-6.3,-9.1,-10.2,-9.6,-5.9,-9.6,-11.0,-9.0,-8.7
263,86372,DLFSESWOWKXVMD-MMRXBHCZNA-N,N1(C2=CC=3C(=NNC3NC(CC=4C=C(C=CC4)C)=O)C=C2)CCCS1(=O)=O,-10.3,-10.7,-10.3,-10.5,-7.3,-9.7,-11.4,-10.4,-9.3
264,79568,BIHFFXMAAJBXAB-PGJSZDHSNA-N,O=S(=O)(N1CCC(OC=2C=CC(=CC2)OCC3=CC(=CC=C3)F)CC1)C[C@@]4(C(NC(N4)=O)=O)C,-10.0,-10.5,-10.1,-9.2,-7.1,-8.2,-10.1,-10.6,-9.3
265,35272,DQMMOHPPKACCQN-QHCPKHFHNA-N,OC=1C=2CC[C@H](N(CCN3CCN(CC3)C(=O)C=4NC=5C(C4)=CC=CC5)CCC)CC2C=CC1,-8.6,-11.0,-10.4,-9.8,-7.3,-8.4,-8.9,-10.4,-8.1
266,161045,ZXPAXWZSSVDPDP-YENFCIRVNA-N,BrC=1C(Cl)=CC(NC(=O)CCC(=O)O)=CC1,-6.9,-7.7,-7.4,-6.9,-6.9,-7.8,-8.0,-7.1,-6.7
267,40172,QRLOFSLOYOQNON-WWXRYIHZNA-N,C=1C=C(C(NCC2=CC=NC(=C2)NC(=O)NCC3=CC=CC=C3)=CC1)C(NC4=CC5=C(C=C4)OC(F)(F)O5)=O,-10.3,-12.5,-12.7,-10.2,-7.3,-10.3,-13.7,-13.0,-9.4
268,232422,XCRBPLZWLRLQGT-PUXXYCQMNA-N,O=C(NC1CCCC1)C=2C=C3N(C(=O)N(C(=O)C3=CC2)CC=4OC=CC4)CC(=O)NC=5C(=CC=C(C5)C)C,-6.2,-10.6,-9.5,-9.7,-7.1,-8.1,-9.7,-10.7,-9.1
269,212832,DSEGXNNENRPZAP-HCKMINDGNA-N,N1=C(NC=2C1=CC(N)=CC2)CCC3=CC=CC=C3,-8.1,-8.8,-8.5,-8.1,-8.1,-8.7,-10.2,-9.0,-7.7
270,43858,RWNZLKBLEMOPPE-GPQMBLKYNA-N,S1C(C(=O)NC2C3CC4(O)CC2CC(C3)C4)=C(N=C1C)C,-8.2,-8.1,-8.1,-7.8,-8.1,-8.3,-8.0,-7.3,-7.7
271,230239,AWIUQIRPZYJWRB-GPQMBLKYNA-N,S1C2=NC(=NC(S)=C2C(=C1C)C)CN3CCOCC3,-7.4,-6.8,-7.2,-7.5,-7.2,-7.7,-8.4,-6.8,-6.6
272,54105,ZVBFGDUYXZZADO-NCJJRNLONA-N,S=1(O)(O)=NC(O[C@@H]2C1CCCC2)=NC3CCCC3,-7.4,-8.2,-7.7,-7.2,-7.5,-7.9,-8.1,-6.8,-7.1
273,166886,IBJBUQQKZGKPTK-MPIMZMORNA-N,S(=O)(=O)(N1C(CCC1)C(=O)NC=2C=C(C=CC2)C)C=3C=4N=CC=CC4C=CC3,-10.6,-10.9,-10.8,-9.9,-7.1,-9.6,-10.9,-9.8,-9.1
274,151644,KQHCYSPQLCJYQP-HVXXBKQBNA-N,N1=C2C(=C(N)C=3C1=NC(=CC3C)C)C=C(CC)C=C2,-8.5,-8.6,-9.3,-9.2,-9.0,-9.9,-10.6,-8.6,-8.2
275,251013,XNCRVQGSJLZKLD-LQFNOIFHNA-N,FC=1C(CCNC(=O)C2=CC=3N=CN(C4CCCCC4)C3C=C2)=CC=CC1,-10.3,-11.2,-10.8,-9.9,-9.3,-10.8,-10.9,-10.8,-9.0
276,55124,ZTFDLSMPEOAERU-SCXYCHFONA-N,C=1(C(O)=O)C(C(NC2=C(C(OCC)=O)C(C3=CC=C(C=C3)C4=C(C=CC=C4)OC)=CS2)=O)=CC=CC1,-9.9,-10.2,-10.7,-10.3,-5.8,-7.6,-8.9,-9.7,-9.1
277,13911,FYXWDSGGZAMYFZ-UHFFFAOYNA-N,C1(=[N+](C2=CC=CC=C2S1)CC)/C=C/C=C/C=C\3/N(C4=C(S3)C=CC=C4)CC,-6.1,-10.2,-10.0,-8.7,-7.2,-7.0,-8.9,-9.7,-7.8
278,60776,SWOBASFZLRUIMX-LLLSZBBNNA-N,N=1C(=C(C=2C=C(/N=N/N3CCC(CC3)O)C(=CC2)Cl)C(=NC1N)CC)N,-8.9,-9.1,-9.5,-9.4,-6.1,-8.9,-10.2,-8.9,-8.2
279,231268,FKKTVVSOPXUAIL-UYBDAZJANA-N,ClC=1C(CNC(=O)C=2N=NN(C=3C=C(C=CC3)C)C2N)=CC=CC1,-9.1,-9.9,-9.7,-9.1,-9.0,-8.1,-9.7,-10.2,-8.7
280,253547,FLLJDNLEOSHXIV-UHFFFAOYNA-N,FC1=C(COC2=CC=3C(=C(OC3C=C2)C4=CC=C(OC)C=C4)C(OCC)=O)C=CC(F)=C1,-9.9,-10.3,-10.5,-10.3,-6.7,-8.7,-9.9,-9.9,-9.2
281,147605,SONGMQHIHXTVGY-UHFFFAOYNA-N,FC=1C=CC(C(=O)N2CCC(CC2)C(OCC=3OC(=NN3)C=4C=CC(N(=O)=O)=CC4)=O)=CC1,-10.1,-10.9,-10.4,-9.8,-6.1,-8.3,-11.0,-9.3,-8.6
282,102043,JNQMJJOKUWHNMB-GIPKZEOHNA-N,O=S(=O)(N1[C@H](COC2=CC(=CC(=C2C(=O)N)NC3=CC=C(C=C3F)I)F)CCC1)CC,-9.6,-9.3,-9.7,-9.5,-6.0,-7.5,-8.4,-9.3,-8.3
283,71789,DRIFJIZBEOCUBL-MPIMZMORNA-N,S(=O)(=O)(NC=1C=C2CCN(CCC2=CC1)CC3=NNC=C3)C4=CC=C(C=C4)C#N,-9.4,-10.4,-10.3,-9.2,-6.3,-8.0,-8.8,-9.1,-8.2
284,259136,ODHYOZKMIDLFGM-RLKILGABNA-N,S(=O)(=O)(N)C1=CC=2N=C(N(C2C=C1)CCC)CCC(=O)O,-7.2,-7.3,-7.7,-7.8,-7.2,-9.3,-8.9,-7.7,-6.6
285,21066,COUNQNCHCFLFSN-GWZBNUJDNA-N,S(O)(=O)(=NC=1C=C(C=2N=C(NCC3=CC(=CC=C3)C)C=CN2)C=CC1)C,-9.8,-11.2,-10.7,-10.0,-7.0,-9.5,-11.9,-10.6,-9.7
286,248683,AOLAYLKNDDFVPW-UHFFFAOYNA-N,S1C(N(CCCOC)C(=O)C=2OC=CC2)=NC(C3=CC=C(OC)C=C3)=C1,-7.9,-7.9,-7.7,-7.5,-5.9,-6.9,-7.8,-7.2,-6.8
287,256815,SNZRQHRBHHDTBH-UYBDAZJANA-N,ClC1=CC=C(SCC(=O)NC=2SC3=C(N2)C=CC(OCC)=C3)C=C1,-9.0,-9.4,-9.6,-8.0,-5.9,-7.0,-8.4,-9.2,-7.3
288,185617,POVHTRCWMYFZNG-GPQMBLKYNA-N,O(CCCC(=O)NC=1C(OC)=CC=C(N(=O)=O)C1)C2=CC=CC=C2,-7.9,-8.7,-8.5,-8.2,-7.3,-8.2,-9.4,-8.2,-7.3
289,231243,MRRPZMLOSSTMBR-JITRGILUNA-N,ClC1=CC=C(C(=O)N/C(/C(=O)NC=2C=C(C=CC2)C)=C/C=3OC(N(=O)=O)=CC3)C=C1,-9.8,-10.7,-10.5,-9.9,-6.6,-9.4,-10.4,-10.2,-8.6
290,33146,BPKSDMHGDYTXLI-UHFFFAOYNA-N,OC1=CC=C(C(=C(CC)C2=CC=CC=C2)C3=CC=C(O)C=C3)C=C1,-7.4,-8.5,-8.2,-10.4,-5.3,-8.8,-10.3,-7.7,-7.5
291,33988,QMBOZLGNPMVERZ-LILDFLRNNA-N,C=1C=CC2=C(C1)C(SC(N2)=NC(CCCC3=CC=CC=C3)=O)=O,-9.2,-10.4,-9.6,-8.8,-7.5,-9.6,-10.4,-9.9,-7.2
292,130514,KZSFFANLFSKUKQ-LCKHZYOPNA-N,FC1=C(OCC2=C(OC)C=CC(=C2)/C=N\NC(=O)C3=CC=C(N(=O)=O)C=C3)C(F)=C(F)C=C1F,-9.3,-10.2,-10.8,-10.7,-5.4,-9.1,-11.4,-10.0,-9.3
293,32740,GFBNKGCUTQJTCK-LXHGQMKLNA-N,C=1C=C(C=2N=C(O)SC2C1[C@H](CNC(CC(C)(C)C)(C)C)O)O,-7.1,-8.5,-8.6,-7.7,-6.9,-8.2,-8.4,-7.6,-7.4
294,115069,NGKBQZLYHVKNIU-AATRIKPKNA-N,S1C(/C=C/C(=O)N2CCC(CC2)C(OCC)=O)=CC=C1,-7.5,-7.7,-7.5,-7.2,-6.7,-8.1,-8.5,-8.3,-6.9
295,156589,QZCUCJNQPNVOFO-UHFFFAOYNA-N,O(C=1C(CNC=2C(=CC=C(C2)C)C)=CC=CC1)C,-7.7,-7.5,-8.2,-8.7,-7.9,-9.1,-9.5,-8.2,-7.6
296,55013,ZSRZWAUKPZELHA-UHFFFAOYNA-N,N1(C(=C2C3C=CC(C2=C1O)CCCC3)O)CCCCN4CCN(C=5N=C(Cl)C=NC5)CC4,-9.1,-11.0,-9.6,-9.5,-6.7,-8.6,-10.9,-10.5,-8.1
297,260095,RCMVHXAYSDWNBI-LBPRGKRZNA-N,C=1(C=CC=C(C1Cl)Cl)CN(C(=O)C(C)C)[C@H]2CCNC2,-7.5,-7.2,-7.6,-7.8,-7.2,-7.2,-8.3,-6.6,-6.8
298,6280,MJWFBVJELFJTHE-GPQMBLKYNA-N,ClC1=C(N(=O)=O)C=C(NC(=O)CC(C2=CC=CC=C2)C)C=C1,-8.8,-9.3,-9.2,-8.4,-8.2,-8.4,-9.4,-9.2,-7.9
299,44571,PWHABXXQGDCLMN-ZFJUVRDGNA-N,O1C(C=2N=C3N(N2)C(=NC=4N(N=CC43)CCC5=CC=C(C=C5)C6=CC=C(OC)N=C6)N)=CC=C1,-8.2,-12.0,-11.0,-10.4,-7.3,-9.6,-10.0,-11.6,-9.3
300,199550,YOGORZUNZKPIMU-ADAZTXMNNA-N,S1C(=NC2=C1C=CC(=C2)C(=O)NC=3SC=CN3)[C@@H]4O[C@@H]([C@@H](O)C4)CO,-8.8,-9.4,-8.7,-8.5,-6.6,-7.8,-8.9,-8.2,-8.5
301,10026,YHHQZLFZISHRPF-XBXBPLPCNA-N,S1C=2CC(CCC2C(=C1NC(=S)NC(=O)C=3C(=NOC3C)C=4C=CC=CC4)C#N)C,-9.3,-9.9,-10.5,-9.3,-5.5,-6.8,-11.5,-10.2,-8.2
302,121298,GVDPQPOUNNCBEI-YENFCIRVNA-N,S1C(NC(=O)CCC(=O)O)=C(C=C1C)C(OCC)=O,-6.5,-7.0,-7.2,-6.9,-6.5,-7.8,-8.3,-6.6,-6.0
303,12190,AIIXYIXUCJHMRZ-NSJMMFDCNA-N,O(C1=C(C(=O)C2=CN(C(=O)C(=C2)C#N)C3CCCCC3)C=CC=C1)CC(=O)NC=4C(=CC=CC4CC)CC,-8.6,-10.9,-11.0,-9.9,-6.1,-7.9,-11.5,-9.7,-8.8
304,1415,YTAYNQHQGORWCD-WYUMXYHSNA-N,S(CC1=NC=CC=C1)CC(=O)NC=2C=CC=CC2,-7.4,-7.8,-7.9,-7.1,-7.2,-7.7,-8.9,-7.9,-6.6
305,47180,RTGVWXYTMRGERL-UBXIPSODNA-N,C=1(N(N=C(C1)C(C)(C)C)C=2C=CC(=CC2)C)NC(NC=3C4=C(C=CC=C4)C(=CC3)OCCN5CCCCC5)=O,-6.3,-11.2,-11.2,-10.5,-7.1,-9.0,-10.1,-11.2,-9.1
306,128104,HSRJKNPTNIJEKV-UHFFFAOYNA-N,O(CC(O)CO)C=1C(OC)=CC=CC1,-6.2,-5.8,-5.9,-5.8,-6.3,-6.2,-6.6,-6.1,-4.9
307,59762,URRXCOKWLLNWKL-UHFFFAOYNA-N,N1(C(CC2CCN(CC2)CC=3C=C(Cl)C=CC3)=O)C(CC4=C1C=CC=C4)C,-9.9,-9.9,-10.2,-10.1,-7.2,-8.0,-10.8,-9.8,-8.2
308,140683,KQIIOVSEWVUTRG-UHFFFAOYNA-N,S1C(N2C(=C(C(O)=C2O)C(=O)C=3OC=CC3)C=4C(F)=CC=CC4)=NN=C1SC,-6.3,-8.8,-9.0,-7.7,-6.0,-6.9,-7.7,-8.4,-7.7
