dataset,transformation,target_a,target_b,low_mw_quintile_correlation,high_mw_quintile_correlation,high_minus_low_correlation,sign_flip,top_positive_10pct_in_low_mw,top_positive_10pct_in_high_mw
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,DPP4,-0.11444601746901815,0.0569456687234885,0.17139168619250666,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,DRD2,0.07592451940804315,0.03106996895730535,-0.0448545504507378,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,DRD3,-0.0010509691955276864,-0.1388224748854802,-0.1377715056899525,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,EGFR,-0.05004919052540143,-0.08522764430631893,-0.0351784537809175,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,F10,0.017298595585133653,0.06994068442092533,0.052642088835791676,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,GBA,-0.012783203772172964,-0.005304254935041043,0.007478948837131921,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,MAPK1,-0.014771691562085106,-0.004150737660627072,0.010620953901458034,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,MAPK14,-0.06471134557497935,0.03296627138648967,0.09767761696146901,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,PLK1,0.0379418695394501,-0.02674168379050653,-0.06468355332995662,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,SRC,-0.1426884052431867,-0.019921263574852754,0.12276714166833395,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,THRB,-0.19206285585944907,-0.10051211849698576,0.09155073736246332,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,F2,-0.15164574796858626,0.03745479649006822,0.18910054445865448,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,PTPN1,KDR,0.04039951232211029,-0.07013734400944983,-0.11053685633156013,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,AKT1,0.40602637174656436,0.15346036720058528,-0.2525660045459791,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,AR,-0.16468397659558676,0.0015939538891388888,0.16627793048472564,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,CDK2,0.32794694282819653,-0.028365614966237164,-0.3563125577944337,True,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,CSF1R,0.127489712066736,0.1161940691920709,-0.011295642874665113,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,ESR1,0.14689199200737538,-0.13786792289870498,-0.2847599149060803,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,NR3C1,-0.14561178630649174,-0.16881704608912054,-0.0232052597826288,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,IGF1R,0.13907401089474797,0.05001770903336405,-0.08905630186138391,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,JAK2,0.20410783485995257,-0.0006951329494668386,-0.2048029678094194,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,LCK,0.07240063925331464,0.14354364985374637,0.07114301060043174,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,MET,-0.15083330532977185,-0.15437666434096914,-0.003543359011197289,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,MMP13,-0.25906055163073594,-0.10314119629873202,0.1559193553320039,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,PTGS2,-0.12200330118859853,-0.011083154814202092,0.11092014637439644,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,PPARA,-0.037285998085434494,-0.2192311382797012,-0.18194514019426672,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,PPARG,-0.021904088723182842,-0.007356359050750247,0.014547729672432595,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,REN,0.3010700857388256,0.1934754232452283,-0.10759466249359731,False,True,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,ADORA2A,0.15000461102491658,-0.10847337072578994,-0.2584779817507065,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,ACHE,0.02996247884117902,-0.22629419669936246,-0.2562566755405415,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,BACE1,0.2780669766160331,0.21386894549976074,-0.06419803111627234,False,True,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,CA2,0.15597482422899012,0.2166913566759082,0.060716532446918076,False,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,CYP2C9,0.12943806745296776,-0.023189367278100788,-0.15262743473106855,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,CYP3A4,0.22997352888673422,0.2514647282878002,0.021491199401065975,False,True,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,HSD11B1,-0.07713927512945487,-0.14551507181299336,-0.06837579668353849,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,DPP4,-0.041023829459021464,0.1019362170463201,0.14296004650534155,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,DRD2,-0.2048811309997887,-0.07588383043114556,0.12899730056864311,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,DRD3,-0.0907860902322939,-0.10268859640370433,-0.01190250617141042,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,EGFR,-0.0732128968296376,-0.1007156496071716,-0.027502752777534,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,F10,0.1008214313861452,0.20033663857799328,0.09951520719184807,False,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,GBA,0.07291169522841975,0.1434806983262553,0.07056900309783554,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,MAPK1,0.10597389982677145,-0.14902856256778954,-0.255002462394561,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,MAPK14,0.03463450546333219,0.1642055027202079,0.1295709972568757,False,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,PLK1,0.041000632923256966,0.011557165933144193,-0.02944346699011277,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,SRC,0.20599395074025625,0.12734484587271766,-0.0786491048675386,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,THRB,-0.33842616974989875,-0.17423636479994514,0.1641898049499536,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,F2,0.06977987476155496,0.22324378542726853,0.15346391066571358,False,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ROCK1,KDR,-0.3099386600712015,-0.1599437152610745,0.149994944810127,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,AR,-0.20156250619367583,-0.1724948163947423,0.029067689798933538,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,CDK2,0.2988361963789276,0.05174104011494392,-0.2470951562639837,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,CSF1R,0.010365871033628992,0.012590592675861462,0.0022247216422324693,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,ESR1,0.10620011657189715,-0.18334990449325808,-0.28955002106515526,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,NR3C1,-0.25207204679363054,-0.026935652816092386,0.22513639397753815,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,IGF1R,0.17582838458139347,-0.03408720036412878,-0.20991558494552226,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,JAK2,0.09306632181591043,0.0021892829359353677,-0.09087703887997506,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,LCK,0.03849344419372914,-0.02050407149172927,-0.05899751568545841,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,MET,-0.164496615662039,-0.11245528692317916,0.05204132873885983,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,MMP13,-0.20715861282879725,-0.07813942662239219,0.12901918620640507,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,PTGS2,-0.09592997066391536,-0.22840209298182088,-0.1324721223179055,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,PPARA,0.0031727277670954702,-0.03841990315620559,-0.04159263092330106,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,PPARG,0.05263567748336026,-0.0444711013486284,-0.09710677883198866,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,REN,0.33567290102554426,0.020305823733038873,-0.3153670772925054,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,ADORA2A,0.08683239908671421,-0.043235637877018965,-0.13006803696373317,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,ACHE,0.023033127115278527,-0.12395660723212915,-0.14698973434740767,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,BACE1,0.3468809782281393,-0.01754700468624222,-0.3644279829143815,True,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,CA2,0.25363919724073336,-0.0024738779878593193,-0.25611307522859267,True,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,CYP2C9,0.08508738125422008,0.15330725577477727,0.0682198745205572,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,CYP3A4,0.24265112323292648,0.18772115675408124,-0.05492996647884524,False,True,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,HSD11B1,-0.11359638219643613,-0.07824647927382834,0.035349902922607784,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,DPP4,0.05135938806306288,-0.039806164606244566,-0.09116555266930745,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,DRD2,-0.19718644239810545,-0.01835621697844737,0.1788302254196581,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,DRD3,-0.042602317767454205,0.06794064310175767,0.11054296086921186,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,EGFR,-0.04052620632773047,-0.0496210342738905,-0.009094827946160032,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,F10,0.1733083785427067,0.15128290011125373,-0.02202547843145297,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,GBA,0.16982787824235016,0.3675763795968276,0.19774850135447744,False,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,MAPK1,0.159051403837005,-0.03375932616316766,-0.19281073000017265,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,MAPK14,-0.018302077510328512,0.009935176734589057,0.02823725424491757,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,PLK1,0.03145860051843502,0.11187420080632478,0.08041560028788976,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,SRC,0.17100313240963178,0.05010307102205612,-0.12090006138757566,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,THRB,-0.4123763663519259,-0.26461251934762536,0.14776384700430056,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,F2,0.17325925902175163,0.10840650209063653,-0.0648527569311151,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AKT1,KDR,-0.2655638121608813,-0.20013714828963647,0.06542666387124485,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,CDK2,-0.046979766688357384,-0.1324360004760469,-0.08545623378768952,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,CSF1R,0.018192136483313016,-0.0455689398108509,-0.06376107629416392,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,ESR1,0.2512813045362649,0.11922019323541537,-0.13206111130084952,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,NR3C1,0.1740295587095284,-0.10242148011498974,-0.27645103882451816,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,IGF1R,-0.12115353694193792,-0.043377354034656285,0.07777618290728164,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,JAK2,0.052004346975860635,-0.11048665336965638,-0.162491000345517,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,LCK,0.004597028379209559,-0.02433040472907092,-0.02892743310828048,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,MET,-0.052092466576135914,0.03961346910232418,0.0917059356784601,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,MMP13,-0.1994893795604814,-0.021700575449112396,0.17778880411136902,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,PTGS2,0.11881316526369524,0.2875084054204845,0.16869524015678927,False,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,PPARA,0.1234931012804035,-0.06787776146914684,-0.19137086274955034,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,PPARG,-0.145619074302616,-0.02000370942237184,0.12561536488024416,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,REN,-0.15157133061929554,-0.00910412595974051,0.14246720465955504,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,ADORA2A,0.007388248227352364,-0.1931497989836507,-0.20053804721100307,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,ACHE,0.10329185388953407,-0.02569072694699189,-0.12898258083652597,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,BACE1,-0.2364832074114589,0.0599308103466102,0.2964140177580691,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,CA2,-0.14366868212205883,0.04794386357774458,0.1916125456998034,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,CYP2C9,0.007243722160283485,-0.23715762494391812,-0.2444013471042016,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,CYP3A4,-0.12202705994673031,-0.046873475202570035,0.07515358474416028,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,HSD11B1,0.14453065327749412,-0.09267577975598573,-0.23720643303347985,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,DPP4,-0.16192458625287665,-0.042968508674773344,0.11895607757810331,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,DRD2,-0.13544571453930282,-0.07251062223854698,0.06293509230075583,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,DRD3,-0.05060855092978106,0.00024314844363802142,0.05085169937341908,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,EGFR,-0.21313089591237525,-0.0909866137396626,0.12214428217271264,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,F10,-0.2462144938898478,-0.07717067327785743,0.1690438206119904,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,GBA,-0.06607893770542432,-0.1726828515284726,-0.10660391382304828,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,MAPK1,0.011983705784808075,-0.016271359383104474,-0.028255065167912548,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,MAPK14,0.02553999384190337,0.00994362037988563,-0.01559637346201774,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,PLK1,-0.12241088011445786,-0.14747306843851019,-0.025062188324052326,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,SRC,-0.027858561513510228,-0.03511605836690191,-0.007257496853391682,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,THRB,0.2561556849434787,0.09041850625571685,-0.16573717868776183,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,F2,-0.0984690138456842,-0.09921507204354892,-0.0007460581978647185,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,AR,KDR,-0.01407883385991672,0.16090920248922821,0.17498803634914495,True,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,CSF1R,0.22796796334610112,0.0396554915767476,-0.1883124717693535,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,ESR1,0.07774307251666238,-0.08740538055927603,-0.1651484530759384,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,NR3C1,-0.047924923921000055,-0.12349498728843743,-0.07557006336743738,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,IGF1R,0.17032781224769836,0.11097371599550118,-0.059354096252197175,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,JAK2,0.2943371326654657,0.26465606548152537,-0.029681067183940313,False,True,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,LCK,0.08723910811041467,0.08035920684598866,-0.006879901264426017,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,MET,-0.20762714591187564,-0.11273153156525624,0.0948956143466194,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,MMP13,-0.32872587691586536,-0.033990596644242234,0.2947352802716231,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,PTGS2,0.04930746310689281,-0.1364496675701289,-0.1857571306770217,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,PPARA,0.06687085728947584,0.0415123439374063,-0.02535851335206954,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,PPARG,-0.08038764204787575,-0.05636640013715725,0.024021241910718506,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,REN,0.27995693567248436,-0.009907020051730917,-0.2898639557242153,True,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,ADORA2A,0.27618076379784584,0.23173493724464442,-0.04444582655320142,False,True,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,ACHE,0.15982406228189838,-0.03354119014302162,-0.19336525242492,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,BACE1,0.1583221755818815,0.022071264709477366,-0.13625091087240412,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,CA2,-0.027284109056203616,-0.0905745822593604,-0.06329047320315678,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,CYP2C9,0.09582793280713606,0.03015215314602086,-0.0656757796611152,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,CYP3A4,0.07286236137917451,-0.07452566670752303,-0.14738802808669754,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,HSD11B1,-0.02580645453038992,-0.08422044267942114,-0.05841398814903122,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,DPP4,-0.13629373298004652,0.010288441219236227,0.14658217419928274,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,DRD2,-0.281409839445028,-0.020234525067318043,0.26117531437770997,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,DRD3,-0.06136187245079745,-0.013721456407315159,0.04764041604348229,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,EGFR,-0.1293557349038678,0.19393819901060405,0.3232939339144718,True,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,F10,-0.1195701743957086,-0.03413238385921693,0.08543779053649167,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,GBA,3.4873610975983886e-05,0.0211576085604593,0.021122734949483316,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,MAPK1,0.2977307135932678,0.17050281957671884,-0.12722789401654896,False,True,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,MAPK14,-0.039242155807116055,-0.046430696308506526,-0.007188540501390471,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,PLK1,0.1377419572308045,0.14300045699303704,0.005258499762232527,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,SRC,0.16935176128676657,0.08061089470717807,-0.0887408665795885,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,THRB,-0.20146910100632553,-0.13424049719139708,0.06722860381492846,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,F2,0.013175142693755222,-0.014333590598851427,-0.027508733292606648,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CDK2,KDR,-0.33623120226036496,-0.18325341400923767,0.1529777882511273,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,ESR1,-0.04332685001046,-0.1174047087066948,-0.07407785869623479,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,NR3C1,0.033448026273269905,-0.07506531431260369,-0.10851334058587359,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,IGF1R,0.06389822840180538,0.07093081883449162,0.007032590432686239,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,JAK2,0.2976222976996094,0.0406988177852589,-0.2569234799143505,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,LCK,0.0309478186540766,0.08390762976585632,0.05295981111177972,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,MET,-0.22277057710815198,-0.07301962383526892,0.14975095327288307,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,MMP13,-0.19341929651229625,-0.08138679691219582,0.11203249960010044,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,PTGS2,0.15780867846835264,0.04667100944547706,-0.11113766902287558,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,PPARA,0.0026059367422080143,-0.17518948614427432,-0.17779542288648234,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,PPARG,-0.18969882628490783,-0.05860461662747736,0.13109420965743046,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,REN,0.1633252635736302,0.10828208778545731,-0.05504317578817289,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,ADORA2A,0.3403656564647798,0.06909064587477484,-0.2712750105900049,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,ACHE,0.2734676857862972,-0.09881545866408102,-0.37228314445037824,True,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,BACE1,-0.0590336709359174,0.07880977623170835,0.13784344716762575,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,CA2,-0.1032759368952983,0.05844299397272799,0.1617189308680263,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,CYP2C9,-0.007896187777519032,-0.06581520629376911,-0.05791901851625007,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,CYP3A4,-0.07371218170490622,0.042705188445964354,0.11641737015087057,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,HSD11B1,0.021428427619039587,-0.0716633168209574,-0.09309174443999699,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,DPP4,-0.2319274043188253,0.022622061412102563,0.25454946573092785,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,DRD2,-0.2052158619967933,-0.03734079396034429,0.167875068036449,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,DRD3,-0.13238636466079612,-0.04460714048105461,0.08777922417974152,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,EGFR,-0.2208592448735706,-0.052353449927582486,0.1685057949459881,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,F10,-0.14630581353553204,0.036021745181608895,0.18232755871714093,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,GBA,-0.10688304091692737,-0.0013565685421557156,0.10552647237477165,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,MAPK1,0.32138511099147726,0.02763784437980603,-0.2937472666116712,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,MAPK14,0.017846569042622724,0.1814975672758897,0.16365099823326698,False,False,True
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,PLK1,0.21376131539042412,-0.025742811321868148,-0.23950412671229226,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,SRC,0.053287108038871794,0.03571498552243294,-0.017572122516438853,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,THRB,-0.04464251824418379,-0.04338383362049395,0.0012586846236898389,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,F2,-0.16652360309497358,0.029498037368044794,0.19602164046301837,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,CSF1R,KDR,-0.30433719020641237,-0.09172601296590639,0.212611177240506,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,NR3C1,-0.17863569627610293,-0.052617699436017136,0.1260179968400858,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,IGF1R,0.0501627969299132,-0.06623992014025559,-0.11640271707016879,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,JAK2,-0.024616170645776106,-0.1831027417957375,-0.1584865711499614,False,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,LCK,0.06049741130191147,-0.04099673548924424,-0.1014941467911557,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,MET,-0.16967634095383663,0.04739612876002532,0.21707246971386196,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,MMP13,-0.3608846281413004,0.03518078411493161,0.39606541225623204,True,False,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,PTGS2,0.23061264264960704,0.13089595985887484,-0.0997166827907322,False,True,False
DOCKSTRING-58,group_heldout_descriptor_adjusted_residual,ESR1,PPARA,0.0642745420893867,0.07286470628038383,0.008590164190997132,False,False,False
