selection_source,calibration_ligands,repetition,target_index,target
calibration_sample,500,91,8,JAK2
calibration_sample,500,91,9,KDR
calibration_sample,500,91,18,PTK2
calibration_sample,500,91,20,SRC
calibration_sample,500,92,1,AKT1
calibration_sample,500,92,3,CDK2
calibration_sample,500,92,4,CSF1R
calibration_sample,500,92,5,EGFR
calibration_sample,500,92,7,IGF1R
calibration_sample,500,92,9,KDR
calibration_sample,500,92,14,MAPK14
calibration_sample,500,92,20,SRC
calibration_sample,500,93,1,AKT1
calibration_sample,500,93,4,CSF1R
calibration_sample,500,93,5,EGFR
calibration_sample,500,93,8,JAK2
calibration_sample,500,93,9,KDR
calibration_sample,500,93,11,LCK
calibration_sample,500,93,15,MAPKAPK2
calibration_sample,500,93,18,PTK2
calibration_sample,500,94,1,AKT1
calibration_sample,500,94,3,CDK2
calibration_sample,500,94,4,CSF1R
calibration_sample,500,94,5,EGFR
calibration_sample,500,94,9,KDR
calibration_sample,500,94,13,MAPK1
calibration_sample,500,94,14,MAPK14
calibration_sample,500,94,20,SRC
calibration_sample,500,95,1,AKT1
calibration_sample,500,95,4,CSF1R
calibration_sample,500,95,5,EGFR
calibration_sample,500,95,9,KDR
calibration_sample,500,95,13,MAPK1
calibration_sample,500,95,15,MAPKAPK2
calibration_sample,500,95,17,PLK1
calibration_sample,500,95,20,SRC
calibration_sample,500,96,1,AKT1
calibration_sample,500,96,3,CDK2
calibration_sample,500,96,4,CSF1R
calibration_sample,500,96,5,EGFR
calibration_sample,500,96,9,KDR
calibration_sample,500,96,11,LCK
calibration_sample,500,96,13,MAPK1
calibration_sample,500,96,17,PLK1
calibration_sample,500,97,1,AKT1
calibration_sample,500,97,3,CDK2
calibration_sample,500,97,4,CSF1R
calibration_sample,500,97,5,EGFR
calibration_sample,500,97,7,IGF1R
calibration_sample,500,97,9,KDR
calibration_sample,500,97,11,LCK
calibration_sample,500,97,14,MAPK14
calibration_sample,500,98,1,AKT1
calibration_sample,500,98,4,CSF1R
calibration_sample,500,98,5,EGFR
calibration_sample,500,98,8,JAK2
calibration_sample,500,98,9,KDR
calibration_sample,500,98,11,LCK
calibration_sample,500,98,14,MAPK14
calibration_sample,500,98,15,MAPKAPK2
calibration_sample,500,99,1,AKT1
calibration_sample,500,99,2,AKT2
calibration_sample,500,99,3,CDK2
calibration_sample,500,99,4,CSF1R
calibration_sample,500,99,5,EGFR
calibration_sample,500,99,7,IGF1R
calibration_sample,500,99,9,KDR
calibration_sample,500,99,11,LCK
calibration_sample,2000,0,1,AKT1
calibration_sample,2000,0,3,CDK2
calibration_sample,2000,0,4,CSF1R
calibration_sample,2000,0,5,EGFR
calibration_sample,2000,0,7,IGF1R
calibration_sample,2000,0,9,KDR
calibration_sample,2000,0,18,PTK2
calibration_sample,2000,0,20,SRC
calibration_sample,2000,1,1,AKT1
calibration_sample,2000,1,3,CDK2
calibration_sample,2000,1,4,CSF1R
calibration_sample,2000,1,5,EGFR
calibration_sample,2000,1,8,JAK2
calibration_sample,2000,1,9,KDR
calibration_sample,2000,1,11,LCK
calibration_sample,2000,1,15,MAPKAPK2
calibration_sample,2000,2,1,AKT1
calibration_sample,2000,2,4,CSF1R
calibration_sample,2000,2,5,EGFR
calibration_sample,2000,2,9,KDR
calibration_sample,2000,2,13,MAPK1
calibration_sample,2000,2,15,MAPKAPK2
calibration_sample,2000,2,18,PTK2
calibration_sample,2000,2,20,SRC
calibration_sample,2000,3,1,AKT1
calibration_sample,2000,3,4,CSF1R
calibration_sample,2000,3,5,EGFR
calibration_sample,2000,3,7,IGF1R
calibration_sample,2000,3,8,JAK2
calibration_sample,2000,3,9,KDR
calibration_sample,2000,3,15,MAPKAPK2
calibration_sample,2000,3,20,SRC
calibration_sample,2000,4,1,AKT1
calibration_sample,2000,4,3,CDK2
calibration_sample,2000,4,4,CSF1R
calibration_sample,2000,4,5,EGFR
calibration_sample,2000,4,7,IGF1R
calibration_sample,2000,4,9,KDR
calibration_sample,2000,4,13,MAPK1
calibration_sample,2000,4,20,SRC
calibration_sample,2000,5,1,AKT1
calibration_sample,2000,5,3,CDK2
calibration_sample,2000,5,4,CSF1R
calibration_sample,2000,5,5,EGFR
calibration_sample,2000,5,7,IGF1R
calibration_sample,2000,5,8,JAK2
calibration_sample,2000,5,9,KDR
calibration_sample,2000,5,11,LCK
calibration_sample,2000,6,1,AKT1
calibration_sample,2000,6,2,AKT2
calibration_sample,2000,6,3,CDK2
calibration_sample,2000,6,4,CSF1R
calibration_sample,2000,6,5,EGFR
calibration_sample,2000,6,8,JAK2
calibration_sample,2000,6,9,KDR
calibration_sample,2000,6,11,LCK
calibration_sample,2000,7,1,AKT1
calibration_sample,2000,7,4,CSF1R
calibration_sample,2000,7,5,EGFR
calibration_sample,2000,7,8,JAK2
calibration_sample,2000,7,9,KDR
calibration_sample,2000,7,11,LCK
calibration_sample,2000,7,15,MAPKAPK2
calibration_sample,2000,7,18,PTK2
calibration_sample,2000,8,1,AKT1
calibration_sample,2000,8,4,CSF1R
calibration_sample,2000,8,5,EGFR
calibration_sample,2000,8,8,JAK2
calibration_sample,2000,8,9,KDR
calibration_sample,2000,8,11,LCK
calibration_sample,2000,8,14,MAPK14
calibration_sample,2000,8,15,MAPKAPK2
calibration_sample,2000,9,1,AKT1
calibration_sample,2000,9,2,AKT2
calibration_sample,2000,9,4,CSF1R
calibration_sample,2000,9,5,EGFR
calibration_sample,2000,9,8,JAK2
calibration_sample,2000,9,9,KDR
calibration_sample,2000,9,11,LCK
calibration_sample,2000,9,15,MAPKAPK2
calibration_sample,2000,10,1,AKT1
calibration_sample,2000,10,5,EGFR
calibration_sample,2000,10,8,JAK2
calibration_sample,2000,10,9,KDR
calibration_sample,2000,10,11,LCK
calibration_sample,2000,10,14,MAPK14
calibration_sample,2000,10,15,MAPKAPK2
calibration_sample,2000,10,18,PTK2
calibration_sample,2000,11,1,AKT1
calibration_sample,2000,11,2,AKT2
calibration_sample,2000,11,3,CDK2
calibration_sample,2000,11,4,CSF1R
calibration_sample,2000,11,5,EGFR
calibration_sample,2000,11,8,JAK2
calibration_sample,2000,11,9,KDR
calibration_sample,2000,11,20,SRC
calibration_sample,2000,12,1,AKT1
calibration_sample,2000,12,2,AKT2
calibration_sample,2000,12,4,CSF1R
calibration_sample,2000,12,5,EGFR
calibration_sample,2000,12,8,JAK2
calibration_sample,2000,12,9,KDR
calibration_sample,2000,12,11,LCK
calibration_sample,2000,12,15,MAPKAPK2
calibration_sample,2000,13,1,AKT1
calibration_sample,2000,13,4,CSF1R
calibration_sample,2000,13,5,EGFR
calibration_sample,2000,13,8,JAK2
calibration_sample,2000,13,9,KDR
calibration_sample,2000,13,11,LCK
calibration_sample,2000,13,15,MAPKAPK2
calibration_sample,2000,13,18,PTK2
calibration_sample,2000,14,1,AKT1
calibration_sample,2000,14,5,EGFR
calibration_sample,2000,14,8,JAK2
calibration_sample,2000,14,9,KDR
calibration_sample,2000,14,11,LCK
calibration_sample,2000,14,14,MAPK14
calibration_sample,2000,14,15,MAPKAPK2
calibration_sample,2000,14,18,PTK2
calibration_sample,2000,15,1,AKT1
calibration_sample,2000,15,3,CDK2
calibration_sample,2000,15,4,CSF1R
calibration_sample,2000,15,5,EGFR
calibration_sample,2000,15,7,IGF1R
calibration_sample,2000,15,9,KDR
calibration_sample,2000,15,11,LCK
calibration_sample,2000,15,15,MAPKAPK2
calibration_sample,2000,16,1,AKT1
calibration_sample,2000,16,4,CSF1R
calibration_sample,2000,16,5,EGFR
calibration_sample,2000,16,8,JAK2
calibration_sample,2000,16,9,KDR
calibration_sample,2000,16,11,LCK
calibration_sample,2000,16,15,MAPKAPK2
calibration_sample,2000,16,18,PTK2
calibration_sample,2000,17,1,AKT1
calibration_sample,2000,17,3,CDK2
calibration_sample,2000,17,4,CSF1R
calibration_sample,2000,17,5,EGFR
calibration_sample,2000,17,8,JAK2
calibration_sample,2000,17,9,KDR
calibration_sample,2000,17,14,MAPK14
calibration_sample,2000,17,20,SRC
calibration_sample,2000,18,1,AKT1
calibration_sample,2000,18,3,CDK2
calibration_sample,2000,18,4,CSF1R
calibration_sample,2000,18,5,EGFR
calibration_sample,2000,18,7,IGF1R
calibration_sample,2000,18,9,KDR
calibration_sample,2000,18,15,MAPKAPK2
calibration_sample,2000,18,20,SRC
calibration_sample,2000,19,1,AKT1
calibration_sample,2000,19,4,CSF1R
calibration_sample,2000,19,5,EGFR
calibration_sample,2000,19,7,IGF1R
calibration_sample,2000,19,8,JAK2
calibration_sample,2000,19,9,KDR
calibration_sample,2000,19,11,LCK
calibration_sample,2000,19,15,MAPKAPK2
calibration_sample,2000,20,1,AKT1
calibration_sample,2000,20,4,CSF1R
calibration_sample,2000,20,5,EGFR
calibration_sample,2000,20,8,JAK2
calibration_sample,2000,20,9,KDR
calibration_sample,2000,20,15,MAPKAPK2
calibration_sample,2000,20,18,PTK2
calibration_sample,2000,20,20,SRC
calibration_sample,2000,21,1,AKT1
calibration_sample,2000,21,3,CDK2
calibration_sample,2000,21,4,CSF1R
calibration_sample,2000,21,5,EGFR
calibration_sample,2000,21,7,IGF1R
calibration_sample,2000,21,9,KDR
calibration_sample,2000,21,15,MAPKAPK2
calibration_sample,2000,21,20,SRC
calibration_sample,2000,22,1,AKT1
calibration_sample,2000,22,4,CSF1R
calibration_sample,2000,22,5,EGFR
calibration_sample,2000,22,9,KDR
calibration_sample,2000,22,13,MAPK1
calibration_sample,2000,22,15,MAPKAPK2
calibration_sample,2000,22,18,PTK2
calibration_sample,2000,22,20,SRC
calibration_sample,2000,23,1,AKT1
calibration_sample,2000,23,4,CSF1R
calibration_sample,2000,23,5,EGFR
calibration_sample,2000,23,8,JAK2
calibration_sample,2000,23,9,KDR
calibration_sample,2000,23,11,LCK
calibration_sample,2000,23,15,MAPKAPK2
calibration_sample,2000,23,18,PTK2
calibration_sample,2000,24,1,AKT1
calibration_sample,2000,24,3,CDK2
calibration_sample,2000,24,4,CSF1R
calibration_sample,2000,24,5,EGFR
calibration_sample,2000,24,8,JAK2
calibration_sample,2000,24,9,KDR
calibration_sample,2000,24,11,LCK
calibration_sample,2000,24,18,PTK2
calibration_sample,2000,25,1,AKT1
calibration_sample,2000,25,3,CDK2
calibration_sample,2000,25,5,EGFR
calibration_sample,2000,25,7,IGF1R
calibration_sample,2000,25,8,JAK2
calibration_sample,2000,25,9,KDR
calibration_sample,2000,25,11,LCK
calibration_sample,2000,25,14,MAPK14
calibration_sample,2000,26,1,AKT1
calibration_sample,2000,26,2,AKT2
calibration_sample,2000,26,3,CDK2
calibration_sample,2000,26,4,CSF1R
calibration_sample,2000,26,5,EGFR
calibration_sample,2000,26,8,JAK2
calibration_sample,2000,26,9,KDR
calibration_sample,2000,26,11,LCK
calibration_sample,2000,27,1,AKT1
calibration_sample,2000,27,4,CSF1R
calibration_sample,2000,27,5,EGFR
calibration_sample,2000,27,8,JAK2
calibration_sample,2000,27,9,KDR
calibration_sample,2000,27,11,LCK
calibration_sample,2000,27,15,MAPKAPK2
calibration_sample,2000,27,18,PTK2
calibration_sample,2000,28,1,AKT1
calibration_sample,2000,28,3,CDK2
calibration_sample,2000,28,4,CSF1R
calibration_sample,2000,28,5,EGFR
calibration_sample,2000,28,9,KDR
calibration_sample,2000,28,11,LCK
calibration_sample,2000,28,15,MAPKAPK2
calibration_sample,2000,28,18,PTK2
calibration_sample,2000,29,1,AKT1
calibration_sample,2000,29,2,AKT2
calibration_sample,2000,29,4,CSF1R
calibration_sample,2000,29,5,EGFR
calibration_sample,2000,29,8,JAK2
calibration_sample,2000,29,9,KDR
calibration_sample,2000,29,11,LCK
calibration_sample,2000,29,18,PTK2
calibration_sample,2000,30,1,AKT1
calibration_sample,2000,30,3,CDK2
calibration_sample,2000,30,4,CSF1R
calibration_sample,2000,30,5,EGFR
calibration_sample,2000,30,8,JAK2
calibration_sample,2000,30,9,KDR
calibration_sample,2000,30,11,LCK
calibration_sample,2000,30,18,PTK2
calibration_sample,2000,31,1,AKT1
calibration_sample,2000,31,4,CSF1R
calibration_sample,2000,31,5,EGFR
calibration_sample,2000,31,8,JAK2
calibration_sample,2000,31,9,KDR
calibration_sample,2000,31,11,LCK
calibration_sample,2000,31,15,MAPKAPK2
calibration_sample,2000,31,18,PTK2
calibration_sample,2000,32,1,AKT1
calibration_sample,2000,32,3,CDK2
calibration_sample,2000,32,4,CSF1R
calibration_sample,2000,32,5,EGFR
calibration_sample,2000,32,7,IGF1R
calibration_sample,2000,32,9,KDR
calibration_sample,2000,32,15,MAPKAPK2
calibration_sample,2000,32,20,SRC
calibration_sample,2000,33,1,AKT1
calibration_sample,2000,33,3,CDK2
calibration_sample,2000,33,4,CSF1R
calibration_sample,2000,33,5,EGFR
calibration_sample,2000,33,8,JAK2
calibration_sample,2000,33,9,KDR
calibration_sample,2000,33,11,LCK
calibration_sample,2000,33,17,PLK1
calibration_sample,2000,34,1,AKT1
calibration_sample,2000,34,3,CDK2
calibration_sample,2000,34,5,EGFR
calibration_sample,2000,34,7,IGF1R
calibration_sample,2000,34,8,JAK2
calibration_sample,2000,34,9,KDR
calibration_sample,2000,34,11,LCK
calibration_sample,2000,34,14,MAPK14
calibration_sample,2000,35,1,AKT1
calibration_sample,2000,35,4,CSF1R
calibration_sample,2000,35,5,EGFR
calibration_sample,2000,35,7,IGF1R
calibration_sample,2000,35,8,JAK2
calibration_sample,2000,35,9,KDR
calibration_sample,2000,35,11,LCK
calibration_sample,2000,35,18,PTK2
calibration_sample,2000,36,1,AKT1
calibration_sample,2000,36,3,CDK2
calibration_sample,2000,36,4,CSF1R
calibration_sample,2000,36,5,EGFR
calibration_sample,2000,36,7,IGF1R
calibration_sample,2000,36,9,KDR
calibration_sample,2000,36,11,LCK
calibration_sample,2000,36,17,PLK1
calibration_sample,2000,37,1,AKT1
calibration_sample,2000,37,4,CSF1R
calibration_sample,2000,37,5,EGFR
calibration_sample,2000,37,8,JAK2
calibration_sample,2000,37,9,KDR
calibration_sample,2000,37,11,LCK
calibration_sample,2000,37,15,MAPKAPK2
calibration_sample,2000,37,18,PTK2
calibration_sample,2000,38,1,AKT1
calibration_sample,2000,38,4,CSF1R
calibration_sample,2000,38,5,EGFR
calibration_sample,2000,38,8,JAK2
calibration_sample,2000,38,9,KDR
calibration_sample,2000,38,11,LCK
calibration_sample,2000,38,14,MAPK14
calibration_sample,2000,38,15,MAPKAPK2
calibration_sample,2000,39,1,AKT1
calibration_sample,2000,39,3,CDK2
calibration_sample,2000,39,4,CSF1R
calibration_sample,2000,39,5,EGFR
calibration_sample,2000,39,7,IGF1R
calibration_sample,2000,39,9,KDR
calibration_sample,2000,39,18,PTK2
calibration_sample,2000,39,20,SRC
calibration_sample,2000,40,1,AKT1
calibration_sample,2000,40,4,CSF1R
calibration_sample,2000,40,5,EGFR
calibration_sample,2000,40,8,JAK2
calibration_sample,2000,40,9,KDR
calibration_sample,2000,40,11,LCK
calibration_sample,2000,40,13,MAPK1
calibration_sample,2000,40,15,MAPKAPK2
calibration_sample,2000,41,1,AKT1
calibration_sample,2000,41,4,CSF1R
calibration_sample,2000,41,5,EGFR
calibration_sample,2000,41,8,JAK2
calibration_sample,2000,41,9,KDR
calibration_sample,2000,41,11,LCK
calibration_sample,2000,41,15,MAPKAPK2
calibration_sample,2000,41,18,PTK2
calibration_sample,2000,42,1,AKT1
calibration_sample,2000,42,3,CDK2
calibration_sample,2000,42,4,CSF1R
calibration_sample,2000,42,5,EGFR
calibration_sample,2000,42,8,JAK2
calibration_sample,2000,42,9,KDR
calibration_sample,2000,42,14,MAPK14
calibration_sample,2000,42,20,SRC
calibration_sample,2000,43,1,AKT1
calibration_sample,2000,43,4,CSF1R
calibration_sample,2000,43,5,EGFR
calibration_sample,2000,43,8,JAK2
calibration_sample,2000,43,9,KDR
calibration_sample,2000,43,11,LCK
calibration_sample,2000,43,15,MAPKAPK2
calibration_sample,2000,43,18,PTK2
calibration_sample,2000,44,1,AKT1
calibration_sample,2000,44,4,CSF1R
calibration_sample,2000,44,5,EGFR
calibration_sample,2000,44,7,IGF1R
calibration_sample,2000,44,8,JAK2
calibration_sample,2000,44,9,KDR
calibration_sample,2000,44,11,LCK
calibration_sample,2000,44,15,MAPKAPK2
calibration_sample,2000,45,1,AKT1
calibration_sample,2000,45,3,CDK2
calibration_sample,2000,45,4,CSF1R
calibration_sample,2000,45,5,EGFR
calibration_sample,2000,45,8,JAK2
calibration_sample,2000,45,9,KDR
calibration_sample,2000,45,11,LCK
calibration_sample,2000,45,18,PTK2
calibration_sample,2000,46,1,AKT1
calibration_sample,2000,46,3,CDK2
calibration_sample,2000,46,4,CSF1R
calibration_sample,2000,46,5,EGFR
calibration_sample,2000,46,7,IGF1R
calibration_sample,2000,46,9,KDR
calibration_sample,2000,46,18,PTK2
calibration_sample,2000,46,20,SRC
calibration_sample,2000,47,1,AKT1
calibration_sample,2000,47,4,CSF1R
calibration_sample,2000,47,5,EGFR
calibration_sample,2000,47,8,JAK2
calibration_sample,2000,47,9,KDR
calibration_sample,2000,47,11,LCK
calibration_sample,2000,47,15,MAPKAPK2
calibration_sample,2000,47,18,PTK2
calibration_sample,2000,48,1,AKT1
calibration_sample,2000,48,4,CSF1R
calibration_sample,2000,48,5,EGFR
calibration_sample,2000,48,8,JAK2
calibration_sample,2000,48,9,KDR
calibration_sample,2000,48,11,LCK
calibration_sample,2000,48,14,MAPK14
calibration_sample,2000,48,15,MAPKAPK2
calibration_sample,2000,49,1,AKT1
calibration_sample,2000,49,3,CDK2
calibration_sample,2000,49,4,CSF1R
calibration_sample,2000,49,5,EGFR
calibration_sample,2000,49,7,IGF1R
calibration_sample,2000,49,9,KDR
calibration_sample,2000,49,15,MAPKAPK2
calibration_sample,2000,49,20,SRC
calibration_sample,2000,50,1,AKT1
calibration_sample,2000,50,4,CSF1R
calibration_sample,2000,50,5,EGFR
calibration_sample,2000,50,8,JAK2
calibration_sample,2000,50,9,KDR
calibration_sample,2000,50,11,LCK
calibration_sample,2000,50,15,MAPKAPK2
calibration_sample,2000,50,18,PTK2
calibration_sample,2000,51,1,AKT1
calibration_sample,2000,51,4,CSF1R
calibration_sample,2000,51,5,EGFR
calibration_sample,2000,51,8,JAK2
calibration_sample,2000,51,9,KDR
calibration_sample,2000,51,11,LCK
calibration_sample,2000,51,15,MAPKAPK2
calibration_sample,2000,51,18,PTK2
calibration_sample,2000,52,1,AKT1
calibration_sample,2000,52,4,CSF1R
calibration_sample,2000,52,5,EGFR
calibration_sample,2000,52,8,JAK2
calibration_sample,2000,52,9,KDR
calibration_sample,2000,52,15,MAPKAPK2
calibration_sample,2000,52,18,PTK2
calibration_sample,2000,52,20,SRC
calibration_sample,2000,53,1,AKT1
calibration_sample,2000,53,3,CDK2
calibration_sample,2000,53,4,CSF1R
calibration_sample,2000,53,5,EGFR
calibration_sample,2000,53,7,IGF1R
calibration_sample,2000,53,9,KDR
calibration_sample,2000,53,11,LCK
calibration_sample,2000,53,17,PLK1
calibration_sample,2000,54,1,AKT1
calibration_sample,2000,54,4,CSF1R
calibration_sample,2000,54,5,EGFR
calibration_sample,2000,54,8,JAK2
calibration_sample,2000,54,9,KDR
calibration_sample,2000,54,11,LCK
calibration_sample,2000,54,15,MAPKAPK2
calibration_sample,2000,54,18,PTK2
calibration_sample,2000,55,1,AKT1
calibration_sample,2000,55,4,CSF1R
calibration_sample,2000,55,5,EGFR
calibration_sample,2000,55,8,JAK2
calibration_sample,2000,55,9,KDR
calibration_sample,2000,55,11,LCK
calibration_sample,2000,55,15,MAPKAPK2
calibration_sample,2000,55,18,PTK2
calibration_sample,2000,56,1,AKT1
calibration_sample,2000,56,5,EGFR
calibration_sample,2000,56,8,JAK2
calibration_sample,2000,56,9,KDR
calibration_sample,2000,56,14,MAPK14
calibration_sample,2000,56,15,MAPKAPK2
calibration_sample,2000,56,18,PTK2
calibration_sample,2000,56,20,SRC
calibration_sample,2000,57,1,AKT1
calibration_sample,2000,57,3,CDK2
calibration_sample,2000,57,4,CSF1R
calibration_sample,2000,57,5,EGFR
calibration_sample,2000,57,7,IGF1R
calibration_sample,2000,57,9,KDR
calibration_sample,2000,57,13,MAPK1
calibration_sample,2000,57,20,SRC
calibration_sample,2000,58,1,AKT1
calibration_sample,2000,58,4,CSF1R
calibration_sample,2000,58,5,EGFR
calibration_sample,2000,58,8,JAK2
calibration_sample,2000,58,9,KDR
calibration_sample,2000,58,11,LCK
calibration_sample,2000,58,15,MAPKAPK2
calibration_sample,2000,58,18,PTK2
calibration_sample,2000,59,1,AKT1
calibration_sample,2000,59,3,CDK2
calibration_sample,2000,59,4,CSF1R
calibration_sample,2000,59,5,EGFR
calibration_sample,2000,59,7,IGF1R
calibration_sample,2000,59,9,KDR
calibration_sample,2000,59,14,MAPK14
calibration_sample,2000,59,20,SRC
calibration_sample,2000,60,1,AKT1
calibration_sample,2000,60,4,CSF1R
calibration_sample,2000,60,5,EGFR
calibration_sample,2000,60,7,IGF1R
calibration_sample,2000,60,8,JAK2
calibration_sample,2000,60,9,KDR
calibration_sample,2000,60,15,MAPKAPK2
calibration_sample,2000,60,20,SRC
calibration_sample,2000,61,1,AKT1
calibration_sample,2000,61,4,CSF1R
calibration_sample,2000,61,5,EGFR
calibration_sample,2000,61,8,JAK2
calibration_sample,2000,61,9,KDR
calibration_sample,2000,61,11,LCK
calibration_sample,2000,61,15,MAPKAPK2
calibration_sample,2000,61,18,PTK2
calibration_sample,2000,62,1,AKT1
calibration_sample,2000,62,4,CSF1R
calibration_sample,2000,62,5,EGFR
calibration_sample,2000,62,8,JAK2
calibration_sample,2000,62,9,KDR
calibration_sample,2000,62,15,MAPKAPK2
calibration_sample,2000,62,18,PTK2
calibration_sample,2000,62,20,SRC
calibration_sample,2000,63,1,AKT1
calibration_sample,2000,63,4,CSF1R
calibration_sample,2000,63,5,EGFR
calibration_sample,2000,63,8,JAK2
calibration_sample,2000,63,9,KDR
calibration_sample,2000,63,11,LCK
calibration_sample,2000,63,15,MAPKAPK2
calibration_sample,2000,63,18,PTK2
calibration_sample,2000,64,1,AKT1
calibration_sample,2000,64,4,CSF1R
calibration_sample,2000,64,5,EGFR
calibration_sample,2000,64,8,JAK2
calibration_sample,2000,64,9,KDR
calibration_sample,2000,64,11,LCK
calibration_sample,2000,64,15,MAPKAPK2
calibration_sample,2000,64,18,PTK2
calibration_sample,2000,65,1,AKT1
calibration_sample,2000,65,4,CSF1R
calibration_sample,2000,65,5,EGFR
calibration_sample,2000,65,8,JAK2
calibration_sample,2000,65,9,KDR
calibration_sample,2000,65,11,LCK
calibration_sample,2000,65,15,MAPKAPK2
calibration_sample,2000,65,18,PTK2
calibration_sample,2000,66,1,AKT1
calibration_sample,2000,66,5,EGFR
calibration_sample,2000,66,8,JAK2
calibration_sample,2000,66,9,KDR
calibration_sample,2000,66,14,MAPK14
calibration_sample,2000,66,15,MAPKAPK2
calibration_sample,2000,66,18,PTK2
calibration_sample,2000,66,20,SRC
calibration_sample,2000,67,1,AKT1
calibration_sample,2000,67,4,CSF1R
calibration_sample,2000,67,5,EGFR
calibration_sample,2000,67,8,JAK2
calibration_sample,2000,67,9,KDR
calibration_sample,2000,67,14,MAPK14
calibration_sample,2000,67,15,MAPKAPK2
calibration_sample,2000,67,20,SRC
calibration_sample,2000,68,1,AKT1
calibration_sample,2000,68,3,CDK2
calibration_sample,2000,68,4,CSF1R
calibration_sample,2000,68,5,EGFR
calibration_sample,2000,68,7,IGF1R
calibration_sample,2000,68,9,KDR
calibration_sample,2000,68,18,PTK2
calibration_sample,2000,68,20,SRC
calibration_sample,2000,69,1,AKT1
calibration_sample,2000,69,2,AKT2
calibration_sample,2000,69,3,CDK2
calibration_sample,2000,69,4,CSF1R
calibration_sample,2000,69,5,EGFR
calibration_sample,2000,69,8,JAK2
calibration_sample,2000,69,9,KDR
calibration_sample,2000,69,11,LCK
calibration_sample,2000,70,1,AKT1
calibration_sample,2000,70,4,CSF1R
calibration_sample,2000,70,5,EGFR
calibration_sample,2000,70,8,JAK2
calibration_sample,2000,70,9,KDR
calibration_sample,2000,70,11,LCK
calibration_sample,2000,70,15,MAPKAPK2
calibration_sample,2000,70,18,PTK2
calibration_sample,2000,71,1,AKT1
calibration_sample,2000,71,4,CSF1R
calibration_sample,2000,71,5,EGFR
calibration_sample,2000,71,8,JAK2
calibration_sample,2000,71,9,KDR
calibration_sample,2000,71,11,LCK
calibration_sample,2000,71,13,MAPK1
calibration_sample,2000,71,15,MAPKAPK2
calibration_sample,2000,72,1,AKT1
calibration_sample,2000,72,3,CDK2
calibration_sample,2000,72,4,CSF1R
calibration_sample,2000,72,5,EGFR
calibration_sample,2000,72,7,IGF1R
calibration_sample,2000,72,9,KDR
calibration_sample,2000,72,18,PTK2
calibration_sample,2000,72,20,SRC
calibration_sample,2000,73,1,AKT1
calibration_sample,2000,73,3,CDK2
calibration_sample,2000,73,4,CSF1R
calibration_sample,2000,73,5,EGFR
calibration_sample,2000,73,7,IGF1R
calibration_sample,2000,73,8,JAK2
calibration_sample,2000,73,9,KDR
calibration_sample,2000,73,11,LCK
calibration_sample,2000,74,1,AKT1
calibration_sample,2000,74,3,CDK2
calibration_sample,2000,74,4,CSF1R
calibration_sample,2000,74,5,EGFR
calibration_sample,2000,74,7,IGF1R
calibration_sample,2000,74,9,KDR
calibration_sample,2000,74,18,PTK2
calibration_sample,2000,74,20,SRC
calibration_sample,2000,75,1,AKT1
calibration_sample,2000,75,3,CDK2
calibration_sample,2000,75,5,EGFR
calibration_sample,2000,75,7,IGF1R
calibration_sample,2000,75,8,JAK2
calibration_sample,2000,75,9,KDR
calibration_sample,2000,75,11,LCK
calibration_sample,2000,75,14,MAPK14
calibration_sample,2000,76,1,AKT1
calibration_sample,2000,76,4,CSF1R
calibration_sample,2000,76,5,EGFR
calibration_sample,2000,76,8,JAK2
calibration_sample,2000,76,9,KDR
calibration_sample,2000,76,14,MAPK14
calibration_sample,2000,76,15,MAPKAPK2
calibration_sample,2000,76,20,SRC
calibration_sample,2000,77,1,AKT1
calibration_sample,2000,77,3,CDK2
calibration_sample,2000,77,4,CSF1R
calibration_sample,2000,77,5,EGFR
calibration_sample,2000,77,8,JAK2
calibration_sample,2000,77,9,KDR
calibration_sample,2000,77,11,LCK
calibration_sample,2000,77,17,PLK1
calibration_sample,2000,78,1,AKT1
calibration_sample,2000,78,3,CDK2
calibration_sample,2000,78,4,CSF1R
calibration_sample,2000,78,5,EGFR
calibration_sample,2000,78,7,IGF1R
calibration_sample,2000,78,9,KDR
calibration_sample,2000,78,15,MAPKAPK2
calibration_sample,2000,78,20,SRC
calibration_sample,2000,79,1,AKT1
calibration_sample,2000,79,5,EGFR
calibration_sample,2000,79,8,JAK2
calibration_sample,2000,79,9,KDR
calibration_sample,2000,79,11,LCK
calibration_sample,2000,79,14,MAPK14
calibration_sample,2000,79,15,MAPKAPK2
calibration_sample,2000,79,18,PTK2
calibration_sample,2000,80,1,AKT1
calibration_sample,2000,80,4,CSF1R
calibration_sample,2000,80,5,EGFR
calibration_sample,2000,80,8,JAK2
calibration_sample,2000,80,9,KDR
calibration_sample,2000,80,11,LCK
calibration_sample,2000,80,15,MAPKAPK2
calibration_sample,2000,80,18,PTK2
calibration_sample,2000,81,1,AKT1
calibration_sample,2000,81,2,AKT2
calibration_sample,2000,81,3,CDK2
calibration_sample,2000,81,4,CSF1R
calibration_sample,2000,81,5,EGFR
calibration_sample,2000,81,8,JAK2
calibration_sample,2000,81,9,KDR
calibration_sample,2000,81,11,LCK
calibration_sample,2000,82,1,AKT1
calibration_sample,2000,82,4,CSF1R
calibration_sample,2000,82,5,EGFR
calibration_sample,2000,82,8,JAK2
calibration_sample,2000,82,9,KDR
